transaction_id,customer_id,transaction_date,amount
TX-0001457,CUST-00071,2026-05-18,488.79
TX-0001458,CUST-00071,2026-01-17,513.11
TX-0001459,CUST-00071,2026-04-19,447.51
TX-0001460,CUST-00071,2025-12-14,624.59
TX-0001461,CUST-00071,2026-06-04,576.32
TX-0001462,CUST-00071,2026-02-28,416.79
TX-0001463,CUST-00071,2026-08-04,563.43
TX-0001464,CUST-00071,2026-03-01,484.75
TX-0001465,CUST-00071,2026-02-10,423.51
TX-0001466,CUST-00071,2025-12-05,637.46
TX-0001467,CUST-00071,2026-01-14,619.07
TX-0001468,CUST-00071,2025-12-16,434.12
TX-0001469,CUST-00071,2026-05-16,492.09
TX-0001470,CUST-00071,2026-04-04,534.29
TX-0001471,CUST-00071,2026-05-23,415.16
TX-0001472,CUST-00071,2026-03-14,492.22
TX-0001473,CUST-00072,2026-08-29,449.24
TX-0001474,CUST-00072,2026-04-27,465.47
TX-0001475,CUST-00072,2026-05-13,556.74
TX-0001476,CUST-00072,2026-04-26,486.35
TX-0001477,CUST-00072,2025-11-03,533.48
TX-0001478,CUST-00072,2026-01-07,494.72
TX-0001479,CUST-00072,2026-05-31,546.88
TX-0001480,CUST-00072,2025-11-12,530.5
TX-0001481,CUST-00072,2025-11-28,627.45
TX-0001482,CUST-00072,2025-12-31,414.68
TX-0001483,CUST-00072,2025-11-05,507.27
TX-0001484,CUST-00072,2026-01-27,646.68
TX-0001485,CUST-00072,2026-08-09,514.59
TX-0001486,CUST-00072,2026-07-19,540.5
TX-0001487,CUST-00072,2026-01-26,431.64
TX-0001488,CUST-00072,2026-01-12,526.92
TX-0001489,CUST-00072,2025-12-20,580.86
TX-0001490,CUST-00072,2025-12-10,557.24
TX-0001491,CUST-00072,2026-04-09,553.11
TX-0001492,CUST-00072,2026-01-11,610.61
TX-0001493,CUST-00072,2026-08-02,617.26
TX-0001494,CUST-00072,2026-08-04,539.05
TX-0001495,CUST-00072,2026-07-01,454.07
TX-0001496,CUST-00073,2026-08-25,505.06
TX-0001497,CUST-00073,2026-02-07,447.03
TX-0001498,CUST-00073,2026-01-22,484.76
TX-0001499,CUST-00073,2026-01-22,451.09
TX-0001500,CUST-00073,2026-03-22,423.4
TX-0001501,CUST-00073,2025-11-30,591.05
TX-0001502,CUST-00073,2026-05-24,449.95
TX-0001503,CUST-00073,2026-05-19,643.02
TX-0001504,CUST-00073,2026-02-24,577.05
TX-0001505,CUST-00073,2026-02-18,476.91
TX-0001506,CUST-00073,2026-01-25,474.78
TX-0001507,CUST-00073,2026-07-30,582.12
TX-0001508,CUST-00073,2025-11-27,410.79
TX-0001509,CUST-00073,2026-08-09,582.37
TX-0001510,CUST-00073,2026-05-13,637.22
TX-0001511,CUST-00073,2026-01-07,517.91
TX-0001512,CUST-00073,2025-12-05,521.51
TX-0001513,CUST-00073,2026-04-08,481.16
TX-0001514,CUST-00073,2026-03-04,530.43
TX-0001515,CUST-00073,2026-04-10,549.54
TX-0001516,CUST-00073,2026-02-15,624.53
TX-0001517,CUST-00073,2025-10-31,419.69
TX-0001518,CUST-00073,2026-08-10,496.17
TX-0001519,CUST-00073,2026-06-20,488.03
TX-0001520,CUST-00074,2026-08-30,443.63
TX-0001521,CUST-00074,2025-12-24,591.02
TX-0001522,CUST-00074,2026-03-27,629.81
TX-0001523,CUST-00074,2025-11-17,408.15
TX-0001524,CUST-00074,2026-07-27,500.82
TX-0001525,CUST-00074,2026-05-24,420.07
TX-0001526,CUST-00074,2026-06-02,646.51
TX-0001527,CUST-00074,2026-07-12,452.24
TX-0001528,CUST-00074,2026-06-20,543.41
TX-0001529,CUST-00074,2025-12-21,524.5
TX-0001530,CUST-00074,2026-03-03,494.18
TX-0001531,CUST-00074,2026-05-20,606.69
TX-0001532,CUST-00074,2026-07-07,507.1
TX-0001533,CUST-00074,2026-06-17,572.44
TX-0001534,CUST-00074,2025-12-11,492.39
TX-0001535,CUST-00074,2026-02-10,541.94
TX-0001536,CUST-00074,2026-07-27,442.58
TX-0001537,CUST-00074,2026-03-21,417.28
TX-0001538,CUST-00074,2026-01-20,472.01
TX-0001539,CUST-00075,2026-08-31,416.6
TX-0001540,CUST-00075,2026-01-27,615.64
TX-0001541,CUST-00075,2025-12-21,422.23
TX-0001542,CUST-00075,2025-12-06,405.94
TX-0001543,CUST-00075,2026-07-31,613.41
TX-0001544,CUST-00075,2026-04-04,458.68
TX-0001545,CUST-00075,2026-03-13,506.56
TX-0001546,CUST-00075,2025-12-07,598.88
TX-0001547,CUST-00075,2026-03-30,525.17
TX-0001548,CUST-00075,2026-04-24,647.27
TX-0001549,CUST-00075,2026-07-05,607.68
TX-0001550,CUST-00075,2026-05-26,412.94
TX-0001551,CUST-00075,2026-04-02,621.58
TX-0001552,CUST-00075,2025-11-28,566.3
TX-0001553,CUST-00075,2026-02-02,465.83
TX-0001554,CUST-00075,2026-07-30,504.64
TX-0001555,CUST-00075,2026-05-04,530.36
TX-0001556,CUST-00075,2026-04-17,515.56
TX-0001557,CUST-00075,2026-05-15,476.37
TX-0001558,CUST-00075,2025-12-13,462.71
TX-0001559,CUST-00075,2026-05-04,437.49
TX-0001560,CUST-00075,2026-06-17,618.03
TX-0001561,CUST-00075,2026-02-26,433.45
TX-0001562,CUST-00076,2026-08-28,611.92
TX-0001563,CUST-00076,2026-04-11,459.38
TX-0001564,CUST-00076,2026-07-02,402.15
TX-0001565,CUST-00076,2026-05-21,411.81
TX-0001566,CUST-00076,2026-01-08,646.8
TX-0001567,CUST-00076,2026-05-10,411.22
TX-0001568,CUST-00076,2026-01-12,417.97
TX-0001569,CUST-00076,2026-05-08,548.03
TX-0001570,CUST-00076,2026-01-10,489.8
TX-0001571,CUST-00076,2026-05-18,402.73
TX-0001572,CUST-00076,2026-02-25,647.81
TX-0001573,CUST-00076,2026-04-23,464.4
TX-0001574,CUST-00076,2026-06-20,430.98
TX-0001575,CUST-00076,2026-02-20,538.81
TX-0001576,CUST-00076,2026-02-25,598.07
TX-0001577,CUST-00076,2026-04-02,588.27
TX-0001578,CUST-00076,2025-12-02,601.44
TX-0001579,CUST-00076,2026-03-16,461.82
TX-0001580,CUST-00076,2026-03-08,474.35
TX-0001581,CUST-00076,2026-03-14,482.45
TX-0001582,CUST-00076,2025-11-21,570.47
TX-0001583,CUST-00076,2026-03-24,643.65
TX-0001584,CUST-00076,2026-04-17,534.36
TX-0001585,CUST-00077,2026-08-24,426.82
TX-0001586,CUST-00077,2025-11-04,459.18
TX-0001587,CUST-00077,2026-03-12,416.84
TX-0001588,CUST-00077,2026-01-04,632.87
TX-0001589,CUST-00077,2026-07-05,449.5
TX-0001590,CUST-00077,2025-12-14,591.33
TX-0001591,CUST-00077,2026-07-13,625.07
TX-0001592,CUST-00077,2026-07-10,581.43
TX-0001593,CUST-00077,2026-07-21,572.96
TX-0001594,CUST-00077,2026-05-27,557.91
TX-0001595,CUST-00077,2026-01-06,607.05
TX-0001596,CUST-00077,2025-12-02,579.59
TX-0001597,CUST-00077,2026-02-23,480.62
TX-0001598,CUST-00077,2026-06-16,574.32
TX-0001599,CUST-00077,2025-11-10,546.88
TX-0001600,CUST-00077,2026-04-14,566.09
TX-0001601,CUST-00077,2026-04-07,589.03
TX-0001602,CUST-00077,2026-03-20,649.42
TX-0001603,CUST-00077,2026-06-25,450.6
TX-0001604,CUST-00077,2026-05-05,534.86
TX-0001605,CUST-00077,2026-03-25,542.89
TX-0001606,CUST-00078,2026-08-31,501.07
TX-0001607,CUST-00078,2026-01-13,545.74
TX-0001608,CUST-00078,2026-03-03,564.33
TX-0001609,CUST-00078,2026-06-24,580.05
TX-0001610,CUST-00078,2026-02-15,597.56
TX-0001611,CUST-00078,2025-11-20,556.19
TX-0001612,CUST-00078,2026-03-16,551.55
TX-0001613,CUST-00078,2026-07-18,425.3
TX-0001614,CUST-00078,2026-05-31,531.85
TX-0001615,CUST-00078,2026-03-11,618.25
TX-0001616,CUST-00078,2026-02-04,422.6
TX-0001617,CUST-00078,2026-06-26,548.07
TX-0001618,CUST-00078,2026-06-14,583.5
TX-0001619,CUST-00078,2026-04-30,606.86
TX-0001620,CUST-00078,2026-02-28,547.84
TX-0001621,CUST-00078,2026-01-21,484.65
TX-0001622,CUST-00079,2026-08-28,580.83
TX-0001623,CUST-00079,2025-12-10,529.94
TX-0001624,CUST-00079,2026-05-11,492.06
TX-0001625,CUST-00079,2026-07-30,435.75
TX-0001626,CUST-00079,2026-06-29,448.26
TX-0001627,CUST-00079,2026-04-29,636.04
TX-0001628,CUST-00079,2025-11-06,526.29
TX-0001629,CUST-00079,2026-06-08,426.44
TX-0001630,CUST-00079,2026-08-03,484.58
TX-0001631,CUST-00079,2025-12-24,495.84
TX-0001632,CUST-00079,2025-12-28,593.13
TX-0001633,CUST-00079,2025-12-28,427.71
TX-0001634,CUST-00079,2025-11-30,552.16
TX-0001635,CUST-00079,2025-11-13,500.53
TX-0001636,CUST-00079,2025-11-11,412.74
TX-0001637,CUST-00079,2025-11-23,620.92
TX-0001638,CUST-00079,2025-11-04,530.54
TX-0001639,CUST-00079,2026-03-09,452.94
TX-0001640,CUST-00079,2026-02-01,604.86
TX-0001641,CUST-00079,2026-03-24,408.47
TX-0001642,CUST-00079,2026-01-05,570.75
TX-0001643,CUST-00079,2025-11-16,607.29
TX-0001644,CUST-00079,2025-12-16,469.3
TX-0001645,CUST-00079,2026-07-29,635.09
TX-0001646,CUST-00079,2026-07-28,634.27
TX-0001647,CUST-00080,2026-08-27,515.65
TX-0001648,CUST-00080,2026-02-10,504.94
TX-0001649,CUST-00080,2026-06-01,429.86
TX-0001650,CUST-00080,2026-07-16,458.18
TX-0001651,CUST-00080,2026-05-02,609.16
TX-0001652,CUST-00080,2026-07-02,456.67
TX-0001653,CUST-00080,2025-11-02,537.15
TX-0001654,CUST-00080,2026-06-12,440.8
TX-0001655,CUST-00080,2025-12-25,540.83
TX-0001656,CUST-00080,2026-04-30,556.54
TX-0001657,CUST-00080,2026-04-11,628.05
TX-0001658,CUST-00080,2026-06-30,628.36
TX-0001659,CUST-00080,2025-11-15,625.62
TX-0001660,CUST-00080,2025-12-19,557.82
TX-0001661,CUST-00080,2026-02-18,555.04
TX-0001662,CUST-00080,2026-02-11,572.62
TX-0001663,CUST-00080,2026-08-02,404.12
TX-0001664,CUST-00080,2025-11-12,546.4
TX-0001665,CUST-00080,2026-07-03,595.37
TX-0001666,CUST-00080,2026-04-27,403.1
TX-0001667,CUST-00080,2026-05-14,527.43
TX-0001668,CUST-00080,2026-03-21,509.25
TX-0001669,CUST-00080,2025-12-19,484.93
TX-0001670,CUST-00080,2026-06-02,531.89
TX-0001671,CUST-00081,2026-08-24,642.48
TX-0001672,CUST-00081,2026-02-15,443.23
TX-0001673,CUST-00081,2026-05-10,473.49
TX-0001674,CUST-00081,2026-06-01,535.83
TX-0001675,CUST-00081,2026-03-20,560.94
TX-0001676,CUST-00081,2026-05-09,637.5
TX-0001677,CUST-00081,2026-05-20,573.19
TX-0001678,CUST-00081,2026-06-03,406.26
TX-0001679,CUST-00081,2026-05-27,515.93
TX-0001680,CUST-00081,2025-12-20,407.75
TX-0001681,CUST-00081,2026-02-14,569.58
TX-0001682,CUST-00081,2026-05-31,586.68
TX-0001683,CUST-00081,2026-03-15,550.99
TX-0001684,CUST-00081,2026-03-27,499.02
TX-0001685,CUST-00081,2026-07-29,424.99
TX-0001686,CUST-00081,2026-07-18,563.75
TX-0001687,CUST-00081,2025-10-30,403.95
TX-0001688,CUST-00081,2026-02-08,539.4
TX-0001689,CUST-00081,2026-01-07,606.69
TX-0001690,CUST-00081,2026-06-25,536.3
TX-0001691,CUST-00082,2026-08-27,614.74
TX-0001692,CUST-00082,2026-01-26,430.57
TX-0001693,CUST-00082,2026-04-26,631.55
TX-0001694,CUST-00082,2026-08-05,609.05
TX-0001695,CUST-00082,2026-01-19,419.19
TX-0001696,CUST-00082,2026-06-18,400.97
TX-0001697,CUST-00082,2025-12-08,511.31
TX-0001698,CUST-00082,2026-05-09,441.5
TX-0001699,CUST-00082,2026-07-19,512.77
TX-0001700,CUST-00082,2026-04-20,591.92
TX-0001701,CUST-00082,2026-01-02,623.28
TX-0001702,CUST-00082,2026-02-08,431.1
TX-0001703,CUST-00082,2026-01-16,473.85
TX-0001704,CUST-00082,2025-11-25,422.18
TX-0001705,CUST-00082,2025-11-19,501.71
TX-0001706,CUST-00082,2025-11-17,637.67
TX-0001707,CUST-00082,2025-12-17,502.8
TX-0001708,CUST-00082,2026-02-03,514.19
TX-0001709,CUST-00083,2026-08-26,407.9
TX-0001710,CUST-00083,2026-04-02,436.04
TX-0001711,CUST-00083,2026-02-17,458.14
TX-0001712,CUST-00083,2026-07-28,566.51
TX-0001713,CUST-00083,2026-05-03,621.66
TX-0001714,CUST-00083,2026-03-14,604.81
TX-0001715,CUST-00083,2026-03-24,593.22
TX-0001716,CUST-00083,2026-07-04,467.78
TX-0001717,CUST-00083,2026-03-24,449.37
TX-0001718,CUST-00083,2026-03-05,615.22
TX-0001719,CUST-00083,2025-12-20,625.54
TX-0001720,CUST-00083,2025-11-25,619.37
TX-0001721,CUST-00083,2025-11-11,457.08
TX-0001722,CUST-00083,2025-11-28,632.96
TX-0001723,CUST-00083,2026-03-02,505.62
TX-0001724,CUST-00083,2026-05-05,540.09
TX-0001725,CUST-00083,2026-05-06,472.14
TX-0001726,CUST-00083,2025-11-01,460.33
TX-0001727,CUST-00083,2026-07-19,524.14
TX-0001728,CUST-00083,2026-03-10,621.94
TX-0001729,CUST-00083,2026-02-13,530.24
TX-0001730,CUST-00083,2026-06-04,507.15
TX-0001731,CUST-00083,2026-04-01,452.32
TX-0001732,CUST-00083,2026-04-26,605.73
TX-0001733,CUST-00084,2026-08-30,590.0
TX-0001734,CUST-00084,2026-01-23,543.72
TX-0001735,CUST-00084,2026-06-01,615.73
TX-0001736,CUST-00084,2026-05-25,620.4
TX-0001737,CUST-00084,2025-11-26,582.35
TX-0001738,CUST-00084,2025-12-31,566.14
TX-0001739,CUST-00084,2026-07-27,611.59
TX-0001740,CUST-00084,2025-11-05,505.04
TX-0001741,CUST-00084,2026-04-25,603.48
TX-0001742,CUST-00084,2026-01-15,513.22
TX-0001743,CUST-00084,2026-06-17,631.74
TX-0001744,CUST-00084,2026-04-25,541.37
TX-0001745,CUST-00084,2026-01-10,426.49
TX-0001746,CUST-00084,2026-06-12,610.17
TX-0001747,CUST-00084,2025-11-28,499.14
TX-0001748,CUST-00084,2026-04-25,461.5
TX-0001749,CUST-00084,2026-03-08,522.9
TX-0001750,CUST-00084,2025-12-29,623.79
TX-0001751,CUST-00084,2026-01-17,417.53
TX-0001752,CUST-00084,2026-03-05,516.82
TX-0001753,CUST-00084,2026-03-07,553.57
TX-0001754,CUST-00084,2026-04-10,499.66
TX-0001755,CUST-00084,2026-05-19,517.97
TX-0001756,CUST-00085,2026-08-27,518.04
TX-0001757,CUST-00085,2026-03-23,604.46
TX-0001758,CUST-00085,2026-07-25,586.41
TX-0001759,CUST-00085,2026-05-07,600.14
TX-0001760,CUST-00085,2026-05-27,613.41
TX-0001761,CUST-00085,2026-06-30,545.67
TX-0001762,CUST-00085,2026-01-01,471.33
TX-0001763,CUST-00085,2026-01-14,459.7
TX-0001764,CUST-00085,2026-06-25,567.85
TX-0001765,CUST-00085,2026-06-01,527.79
TX-0001766,CUST-00085,2026-04-24,637.16
TX-0001767,CUST-00085,2026-04-26,618.93
TX-0001768,CUST-00085,2026-03-24,646.74
TX-0001769,CUST-00085,2025-12-06,441.47
TX-0001770,CUST-00085,2026-03-11,604.91
TX-0001771,CUST-00085,2026-08-03,498.33
TX-0001772,CUST-00085,2025-12-13,617.68
TX-0001773,CUST-00085,2026-01-28,533.19
TX-0001774,CUST-00086,2026-08-31,603.07
TX-0001775,CUST-00086,2026-08-10,577.39
TX-0001776,CUST-00086,2026-04-05,623.12
TX-0001777,CUST-00086,2026-05-08,457.49
TX-0001778,CUST-00086,2026-06-29,560.7
TX-0001779,CUST-00086,2026-07-27,643.0
TX-0001780,CUST-00086,2026-06-07,462.42
TX-0001781,CUST-00086,2026-08-08,434.87
TX-0001782,CUST-00086,2025-12-14,456.6
TX-0001783,CUST-00086,2026-03-20,525.79
TX-0001784,CUST-00086,2025-11-07,403.04
TX-0001785,CUST-00086,2026-03-22,539.12
TX-0001786,CUST-00086,2026-03-23,601.86
TX-0001787,CUST-00086,2026-02-07,488.82
TX-0001788,CUST-00086,2026-04-22,441.98
TX-0001789,CUST-00086,2025-12-19,585.2
TX-0001790,CUST-00086,2026-01-05,434.17
TX-0001791,CUST-00086,2026-03-22,498.36
TX-0001792,CUST-00086,2025-12-05,400.68
TX-0001793,CUST-00086,2026-06-21,474.69
TX-0001794,CUST-00087,2026-08-27,468.01
TX-0001795,CUST-00087,2026-05-09,515.01
TX-0001796,CUST-00087,2026-07-27,445.38
TX-0001797,CUST-00087,2026-03-15,576.67
TX-0001798,CUST-00087,2025-11-03,543.82
TX-0001799,CUST-00087,2026-07-17,611.1
TX-0001800,CUST-00087,2026-06-13,443.74
TX-0001801,CUST-00087,2026-01-07,490.14
TX-0001802,CUST-00087,2026-06-23,595.69
TX-0001803,CUST-00087,2026-06-15,446.67
TX-0001804,CUST-00087,2025-11-03,524.26
TX-0001805,CUST-00087,2026-08-03,456.32
TX-0001806,CUST-00087,2026-03-14,581.0
TX-0001807,CUST-00087,2025-12-17,420.2
TX-0001808,CUST-00087,2026-04-19,620.52
TX-0001809,CUST-00087,2025-12-28,617.42
TX-0001810,CUST-00088,2026-08-27,568.54
TX-0001811,CUST-00088,2026-04-10,531.27
TX-0001812,CUST-00088,2026-02-07,629.78
TX-0001813,CUST-00088,2026-02-26,425.13
TX-0001814,CUST-00088,2026-05-15,418.11
TX-0001815,CUST-00088,2026-03-21,636.2
TX-0001816,CUST-00088,2026-04-08,568.84
TX-0001817,CUST-00088,2025-12-23,610.28
TX-0001818,CUST-00088,2025-11-03,440.45
TX-0001819,CUST-00088,2026-06-11,599.88
TX-0001820,CUST-00088,2025-12-03,412.22
TX-0001821,CUST-00088,2026-02-22,588.52
TX-0001822,CUST-00088,2026-05-03,562.15
TX-0001823,CUST-00088,2026-07-15,528.51
TX-0001824,CUST-00088,2026-05-30,433.81
TX-0001825,CUST-00088,2025-12-31,429.24
TX-0001826,CUST-00088,2026-07-14,559.45
TX-0001827,CUST-00088,2026-05-15,487.85
TX-0001828,CUST-00088,2026-06-12,572.97
TX-0001829,CUST-00088,2026-01-21,571.71
TX-0001830,CUST-00088,2026-03-12,633.74
TX-0001831,CUST-00088,2026-03-12,496.35
TX-0001832,CUST-00088,2025-12-17,418.78
TX-0001833,CUST-00089,2026-08-28,647.11
TX-0001834,CUST-00089,2026-07-21,611.65
TX-0001835,CUST-00089,2026-03-01,556.69
TX-0001836,CUST-00089,2026-03-14,488.32
TX-0001837,CUST-00089,2026-02-01,592.6
TX-0001838,CUST-00089,2026-08-11,649.56
TX-0001839,CUST-00089,2026-03-26,415.33
TX-0001840,CUST-00089,2026-02-21,548.96
TX-0001841,CUST-00089,2026-07-11,461.19
TX-0001842,CUST-00089,2026-03-04,482.19
TX-0001843,CUST-00089,2026-01-17,445.95
TX-0001844,CUST-00089,2026-08-07,441.44
TX-0001845,CUST-00089,2026-08-01,618.31
TX-0001846,CUST-00089,2026-04-16,573.38
TX-0001847,CUST-00089,2026-08-02,407.07
TX-0001848,CUST-00089,2026-03-18,539.67
TX-0001849,CUST-00089,2026-05-25,549.18
TX-0001850,CUST-00089,2026-07-14,508.65
TX-0001851,CUST-00089,2025-11-23,471.95
TX-0001852,CUST-00089,2026-02-21,569.79
TX-0001853,CUST-00089,2026-07-29,638.97
TX-0001854,CUST-00089,2025-11-22,645.19
TX-0001855,CUST-00089,2026-01-15,516.3
TX-0001856,CUST-00089,2025-12-20,455.0
TX-0001857,CUST-00090,2026-08-25,455.49
TX-0001858,CUST-00090,2026-01-13,512.8
TX-0001859,CUST-00090,2026-06-14,515.7
TX-0001860,CUST-00090,2025-12-18,570.96
TX-0001861,CUST-00090,2025-11-12,560.79
TX-0001862,CUST-00090,2026-02-06,467.62
TX-0001863,CUST-00090,2026-02-17,492.93
TX-0001864,CUST-00090,2026-07-28,596.74
TX-0001865,CUST-00090,2026-03-08,508.25
TX-0001866,CUST-00090,2026-04-08,461.34
TX-0001867,CUST-00090,2026-04-27,452.36
TX-0001868,CUST-00090,2026-02-24,458.14
TX-0001869,CUST-00090,2026-07-20,416.05
TX-0001870,CUST-00090,2026-01-04,494.12
TX-0001871,CUST-00090,2026-05-23,495.06
TX-0001872,CUST-00090,2026-04-10,603.76
TX-0001873,CUST-00090,2026-03-11,480.21
TX-0001874,CUST-00090,2026-01-06,634.89
TX-0001875,CUST-00090,2025-11-11,565.22
TX-0001876,CUST-00090,2026-04-09,586.95
TX-0001877,CUST-00090,2025-11-04,514.47
TX-0001878,CUST-00091,2026-08-28,479.43
TX-0001879,CUST-00091,2026-03-17,426.06
TX-0001880,CUST-00091,2025-12-19,503.71
TX-0001881,CUST-00091,2026-07-09,502.61
TX-0001882,CUST-00091,2026-05-20,539.23
TX-0001883,CUST-00091,2025-11-21,409.06
TX-0001884,CUST-00091,2025-12-03,555.36
TX-0001885,CUST-00091,2026-04-05,405.07
TX-0001886,CUST-00091,2025-11-24,462.39
TX-0001887,CUST-00091,2026-07-11,454.2
TX-0001888,CUST-00091,2026-07-03,468.64
TX-0001889,CUST-00091,2026-04-21,532.26
TX-0001890,CUST-00091,2026-07-09,400.25
TX-0001891,CUST-00091,2026-06-28,423.39
TX-0001892,CUST-00091,2026-05-17,537.42
TX-0001893,CUST-00091,2026-05-12,537.1
TX-0001894,CUST-00091,2026-04-19,455.46
TX-0001895,CUST-00091,2026-08-07,635.34
TX-0001896,CUST-00091,2026-01-24,427.08
TX-0001897,CUST-00091,2026-07-08,436.64
TX-0001898,CUST-00091,2026-03-04,645.32
TX-0001899,CUST-00091,2026-02-18,552.57
TX-0001900,CUST-00091,2026-01-17,646.67
TX-0001901,CUST-00092,2026-08-31,451.0
TX-0001902,CUST-00092,2025-11-12,555.77
TX-0001903,CUST-00092,2026-07-12,505.02
TX-0001904,CUST-00092,2026-04-29,632.81
TX-0001905,CUST-00092,2026-04-17,437.31
TX-0001906,CUST-00092,2025-11-05,494.78
TX-0001907,CUST-00092,2026-05-23,562.19
TX-0001908,CUST-00092,2025-11-14,414.4
TX-0001909,CUST-00092,2026-04-26,630.72
TX-0001910,CUST-00092,2026-03-08,576.1
TX-0001911,CUST-00092,2026-03-22,437.3
TX-0001912,CUST-00092,2026-03-17,568.38
TX-0001913,CUST-00092,2026-05-14,514.06
TX-0001914,CUST-00092,2026-07-03,461.03
TX-0001915,CUST-00092,2025-12-09,613.6
TX-0001916,CUST-00092,2026-08-07,577.22
TX-0001917,CUST-00092,2026-03-11,649.85
TX-0001918,CUST-00092,2026-08-14,440.26
TX-0001919,CUST-00092,2026-02-25,568.54
TX-0001920,CUST-00092,2026-07-30,547.45
TX-0001921,CUST-00093,2026-08-29,547.04
TX-0001922,CUST-00093,2026-05-09,491.3
TX-0001923,CUST-00093,2026-01-28,548.57
TX-0001924,CUST-00093,2025-11-27,451.91
TX-0001925,CUST-00093,2026-03-07,620.48
TX-0001926,CUST-00093,2026-01-02,566.71
TX-0001927,CUST-00093,2026-04-02,480.4
TX-0001928,CUST-00093,2025-11-27,421.47
TX-0001929,CUST-00093,2026-06-06,402.8
TX-0001930,CUST-00093,2025-12-20,646.66
TX-0001931,CUST-00093,2026-06-12,603.72
TX-0001932,CUST-00093,2026-02-06,442.16
TX-0001933,CUST-00093,2026-05-26,504.57
TX-0001934,CUST-00093,2026-03-14,481.1
TX-0001935,CUST-00093,2025-12-30,639.42
TX-0001936,CUST-00093,2025-11-22,618.82
TX-0001937,CUST-00093,2026-07-02,594.17
TX-0001938,CUST-00093,2026-04-03,436.99
TX-0001939,CUST-00093,2025-11-27,529.47
TX-0001940,CUST-00093,2026-01-30,484.1
TX-0001941,CUST-00093,2026-07-01,402.95
TX-0001942,CUST-00093,2026-02-01,461.99
TX-0001943,CUST-00093,2025-11-27,599.32
TX-0001944,CUST-00094,2026-08-26,425.19
TX-0001945,CUST-00094,2026-07-10,548.04
TX-0001946,CUST-00094,2026-05-30,535.74
TX-0001947,CUST-00094,2025-12-16,480.11
TX-0001948,CUST-00094,2026-05-23,543.46
TX-0001949,CUST-00094,2026-05-31,445.83
TX-0001950,CUST-00094,2026-03-31,562.7
TX-0001951,CUST-00094,2026-05-29,432.05
TX-0001952,CUST-00094,2025-11-19,526.43
TX-0001953,CUST-00094,2026-06-17,604.88
TX-0001954,CUST-00094,2026-02-06,577.5
TX-0001955,CUST-00094,2026-02-18,579.03
TX-0001956,CUST-00094,2025-12-05,553.4
TX-0001957,CUST-00094,2026-01-12,469.55
TX-0001958,CUST-00094,2026-07-14,551.56
TX-0001959,CUST-00094,2026-01-11,416.59
TX-0001960,CUST-00094,2026-06-04,415.18
TX-0001961,CUST-00094,2025-11-19,537.22
TX-0001962,CUST-00094,2026-06-27,552.6
TX-0001963,CUST-00094,2025-11-20,597.72
TX-0001964,CUST-00094,2025-12-20,477.39
TX-0001965,CUST-00094,2025-12-07,537.24
TX-0001966,CUST-00094,2026-03-04,518.22
TX-0001967,CUST-00094,2026-07-05,563.78
TX-0001968,CUST-00094,2026-06-13,644.81
TX-0001969,CUST-00094,2026-02-16,424.52
TX-0001970,CUST-00095,2026-08-25,461.21
TX-0001971,CUST-00095,2026-02-22,586.42
TX-0001972,CUST-00095,2026-04-19,421.12
TX-0001973,CUST-00095,2026-01-02,547.5
TX-0001974,CUST-00095,2026-05-08,427.69
TX-0001975,CUST-00095,2026-07-19,587.71
TX-0001976,CUST-00095,2026-05-12,473.23
TX-0001977,CUST-00095,2025-11-30,590.52
TX-0001978,CUST-00095,2026-03-13,574.55
TX-0001979,CUST-00095,2026-05-23,577.24
TX-0001980,CUST-00095,2026-06-01,637.04
TX-0001981,CUST-00095,2026-07-15,481.54
TX-0001982,CUST-00095,2026-04-19,458.67
TX-0001983,CUST-00095,2026-04-20,585.58
TX-0001984,CUST-00095,2026-07-09,518.56
TX-0001985,CUST-00095,2026-03-01,478.54
TX-0001986,CUST-00095,2026-04-21,435.32
TX-0001987,CUST-00095,2026-05-26,614.92
TX-0001988,CUST-00095,2026-02-09,550.6
TX-0001989,CUST-00095,2026-04-25,597.48
TX-0001990,CUST-00095,2026-04-26,416.11
TX-0001991,CUST-00095,2026-05-30,457.53
TX-0001992,CUST-00095,2026-07-05,646.34
TX-0001993,CUST-00096,2026-08-26,401.25
TX-0001994,CUST-00096,2026-02-16,446.08
TX-0001995,CUST-00096,2025-11-29,558.89
TX-0001996,CUST-00096,2026-04-25,631.07
TX-0001997,CUST-00096,2026-04-07,591.18
TX-0001998,CUST-00096,2026-04-06,587.38
TX-0001999,CUST-00096,2026-06-22,643.85
TX-0002000,CUST-00096,2026-04-02,560.63
TX-0002001,CUST-00096,2025-12-30,629.67
TX-0002002,CUST-00096,2026-06-02,621.64
TX-0002003,CUST-00096,2025-12-19,424.39
TX-0002004,CUST-00096,2026-02-08,595.71
TX-0002005,CUST-00096,2025-12-08,553.65
TX-0002006,CUST-00096,2026-03-23,554.34
TX-0002007,CUST-00096,2025-12-14,437.92
TX-0002008,CUST-00096,2026-06-11,467.47
TX-0002009,CUST-00096,2025-12-26,549.44
TX-0002010,CUST-00096,2026-04-08,461.12
TX-0002011,CUST-00096,2026-05-12,620.7
TX-0002012,CUST-00096,2026-04-27,511.51
TX-0002013,CUST-00096,2026-02-07,502.43
TX-0002014,CUST-00096,2026-06-21,582.91
TX-0002015,CUST-00096,2026-05-13,512.11
